Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Yaw Moment,Overturning Moment,Yaw Angle,
0.017502681095548533,1.1687583400740198,19.70945242275775,1.997386134822407,1.0009299366217745,47.93023168435623,95.64623526824795,0.23594854581690491,-43.45699435854131,-42.049496874311004,-1.0329011156738053,2780.976621937498,-3436.0286704986206,42.784255722115354,52.86197954613262,2.3344617034218986,1.169845211256459,-185.67451258193842,0.03937000000000027,4.88,5.55,1.1514253982745335,42.06106395646899,2.3262299753523874,47.17554559827312,95.30896959434688,53.24790563787791,-43.28402446364151,1408.0323459875476,15.0,
